[2026-01-28 10:49:54,807] [INFO] [SERVER INIT] EXPERIMENT_DIR=Revision2/Run_UNET_IID_SH30_20260128, LOG=Revision2/Run_UNET_IID_SH30_20260128/Server/ServerReport20260128.log
[2026-01-28 10:49:54,809] [INFO] [ENV] SERVER_ADDRESS=127.0.0.1, SERVER_PORT=8089, DATA_PATH=/home/jovyan/FeTS2022/MICCAI_FeTS2022_TrainingData, ENCODING_MODE=SH, N_CLUSTERS=32
[2026-01-28 10:49:54,913] [INFO] [DATA] Server test set loaded with 67 samples.
[2026-01-28 11:58:41,905] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 11:58:42,340] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 11:58:55,368] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 11:58:56,213] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 11:58:56,227] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 11:58:57,185] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 11:58:57,195] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 11:58:57,195] [INFO] [Server] Evaluating at round 3
[2026-01-28 11:58:57,195] [INFO] [SERVER][Round 3] Starting evaluation (mode=SH)...
[2026-01-28 11:59:14,782] [INFO] [Round 3] WT Dice: 0.9313 | Time: 17.59s
[2026-01-28 11:59:14,973] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model.pth
[2026-01-28 11:59:15,054] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model_round3.pth
[2026-01-28 11:59:15,055] [INFO] [BEST MODEL] New best at round 3: WT=0.9313
[2026-01-28 12:22:17,297] [INFO] [SERVER DEBUG] aggregate_fit called at round 4
[2026-01-28 12:22:17,297] [INFO] [DEBUG] aggregate_fit received 4 results at round 4
[2026-01-28 12:22:17,297] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 12:22:17,715] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 12:22:18,150] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 12:22:18,486] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 12:22:18,889] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 12:22:32,535] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 12:22:33,336] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 12:22:33,349] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 12:22:34,436] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 12:22:34,446] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 12:22:34,446] [INFO] [Server] Evaluating at round 4
[2026-01-28 12:22:34,446] [INFO] [SERVER][Round 4] Starting evaluation (mode=SH)...
[2026-01-28 12:22:51,934] [INFO] [Round 4] WT Dice: 0.1283 | Time: 17.49s
[2026-01-28 12:45:41,883] [INFO] [SERVER DEBUG] aggregate_fit called at round 5
[2026-01-28 12:45:41,883] [INFO] [DEBUG] aggregate_fit received 4 results at round 5
[2026-01-28 12:45:41,883] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 12:45:42,243] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 12:45:42,609] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 12:45:42,952] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 12:45:43,350] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 12:45:55,675] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 12:45:56,443] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 12:45:56,457] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 12:45:57,582] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 12:45:57,592] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 12:45:57,592] [INFO] [Server] Evaluating at round 5
[2026-01-28 12:45:57,592] [INFO] [SERVER][Round 5] Starting evaluation (mode=SH)...
[2026-01-28 12:46:15,089] [INFO] [Round 5] WT Dice: 0.8987 | Time: 17.50s
[2026-01-28 13:09:20,065] [INFO] [SERVER DEBUG] aggregate_fit called at round 6
[2026-01-28 13:09:20,065] [INFO] [DEBUG] aggregate_fit received 4 results at round 6
[2026-01-28 13:09:20,065] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 13:09:20,489] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 13:09:20,885] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 13:09:21,260] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 13:09:21,694] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 13:09:34,571] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 13:09:35,400] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 13:09:35,412] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 13:09:36,521] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 13:09:36,532] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 13:09:36,532] [INFO] [Server] Evaluating at round 6
[2026-01-28 13:09:36,532] [INFO] [SERVER][Round 6] Starting evaluation (mode=SH)...
[2026-01-28 13:09:54,146] [INFO] [Round 6] WT Dice: 0.7940 | Time: 17.61s
[2026-01-28 13:33:01,014] [INFO] [SERVER DEBUG] aggregate_fit called at round 7
[2026-01-28 13:33:01,015] [INFO] [DEBUG] aggregate_fit received 4 results at round 7
[2026-01-28 13:33:01,015] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 13:33:01,432] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 13:33:01,800] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 13:33:02,084] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 13:33:02,441] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 13:33:16,970] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 13:33:17,790] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 13:33:17,813] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 13:33:18,902] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 13:33:18,914] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 13:33:18,914] [INFO] [Server] Evaluating at round 7
[2026-01-28 13:33:18,914] [INFO] [SERVER][Round 7] Starting evaluation (mode=SH)...
[2026-01-28 13:33:36,306] [INFO] [Round 7] WT Dice: 0.8778 | Time: 17.39s
[2026-01-28 13:56:38,608] [INFO] [SERVER DEBUG] aggregate_fit called at round 8
[2026-01-28 13:56:38,609] [INFO] [DEBUG] aggregate_fit received 4 results at round 8
[2026-01-28 13:56:38,609] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 13:56:39,029] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 13:56:39,399] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 13:56:39,730] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 13:56:40,117] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 13:56:52,741] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 13:56:53,520] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 13:56:53,542] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 13:56:54,507] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 13:56:54,518] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 13:56:54,518] [INFO] [Server] Evaluating at round 8
[2026-01-28 13:56:54,518] [INFO] [SERVER][Round 8] Starting evaluation (mode=SH)...
[2026-01-28 13:57:11,884] [INFO] [Round 8] WT Dice: 0.9603 | Time: 17.37s
[2026-01-28 13:57:12,062] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model.pth
[2026-01-28 13:57:12,127] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model_round8.pth
[2026-01-28 13:57:12,127] [INFO] [BEST MODEL] New best at round 8: WT=0.9603
[2026-01-28 14:20:03,906] [INFO] [SERVER DEBUG] aggregate_fit called at round 9
[2026-01-28 14:20:03,907] [INFO] [DEBUG] aggregate_fit received 4 results at round 9
[2026-01-28 14:20:03,907] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 14:20:04,218] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 14:20:04,490] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 14:20:04,726] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 14:20:05,009] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 14:20:17,299] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 14:20:18,080] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 14:20:18,099] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 14:20:18,914] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 14:20:18,931] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 14:20:18,931] [INFO] [Server] Evaluating at round 9
[2026-01-28 14:20:18,931] [INFO] [SERVER][Round 9] Starting evaluation (mode=SH)...
[2026-01-28 14:20:36,106] [INFO] [Round 9] WT Dice: 0.9799 | Time: 17.18s
[2026-01-28 14:20:36,280] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model.pth
[2026-01-28 14:20:36,357] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model_round9.pth
[2026-01-28 14:20:36,358] [INFO] [BEST MODEL] New best at round 9: WT=0.9799
[2026-01-28 14:43:25,805] [INFO] [SERVER DEBUG] aggregate_fit called at round 10
[2026-01-28 14:43:25,806] [INFO] [DEBUG] aggregate_fit received 4 results at round 10
[2026-01-28 14:43:25,806] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 14:43:26,093] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 14:43:26,358] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 14:43:26,598] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 14:43:26,856] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 14:43:38,113] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 14:43:38,850] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 14:43:38,869] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 14:43:39,670] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 14:43:39,687] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 14:43:39,688] [INFO] [Server] Evaluating at round 10
[2026-01-28 14:43:39,688] [INFO] [SERVER][Round 10] Starting evaluation (mode=SH)...
[2026-01-28 14:43:57,021] [INFO] [Round 10] WT Dice: 0.9752 | Time: 17.33s
[2026-01-28 15:06:41,705] [INFO] [SERVER DEBUG] aggregate_fit called at round 11
[2026-01-28 15:06:41,705] [INFO] [DEBUG] aggregate_fit received 4 results at round 11
[2026-01-28 15:06:41,705] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 15:06:42,004] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 15:06:42,254] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 15:06:42,480] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 15:06:42,745] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 15:06:53,113] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 15:06:53,806] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 15:06:53,825] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 15:06:54,617] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 15:06:54,634] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 15:06:54,634] [INFO] [Server] Evaluating at round 11
[2026-01-28 15:06:54,634] [INFO] [SERVER][Round 11] Starting evaluation (mode=SH)...
[2026-01-28 15:07:11,772] [INFO] [Round 11] WT Dice: 0.9611 | Time: 17.14s
[2026-01-28 15:30:39,382] [INFO] [SERVER DEBUG] aggregate_fit called at round 12
[2026-01-28 15:30:39,382] [INFO] [DEBUG] aggregate_fit received 4 results at round 12
[2026-01-28 15:30:39,383] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 15:30:39,689] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 15:30:39,981] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 15:30:40,224] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 15:30:40,514] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 15:30:52,219] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 15:30:52,979] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 15:30:52,990] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 15:30:53,883] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 15:30:53,901] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 15:30:53,901] [INFO] [Server] Evaluating at round 12
[2026-01-28 15:30:53,901] [INFO] [SERVER][Round 12] Starting evaluation (mode=SH)...
[2026-01-28 15:31:11,396] [INFO] [Round 12] WT Dice: 0.9817 | Time: 17.49s
[2026-01-28 15:31:11,560] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model.pth
[2026-01-28 15:31:11,625] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model_round12.pth
[2026-01-28 15:31:11,625] [INFO] [BEST MODEL] New best at round 12: WT=0.9817
[2026-01-28 15:54:30,823] [INFO] [SERVER DEBUG] aggregate_fit called at round 13
[2026-01-28 15:54:30,824] [INFO] [DEBUG] aggregate_fit received 4 results at round 13
[2026-01-28 15:54:30,824] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 15:54:31,226] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 15:54:31,574] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 15:54:31,888] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 15:54:32,233] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 15:54:42,037] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 15:54:42,753] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 15:54:42,772] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 15:54:43,661] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 15:54:43,677] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 15:54:43,677] [INFO] [Server] Evaluating at round 13
[2026-01-28 15:54:43,678] [INFO] [SERVER][Round 13] Starting evaluation (mode=SH)...
[2026-01-28 15:55:00,948] [INFO] [Round 13] WT Dice: 0.9865 | Time: 17.27s
[2026-01-28 15:55:01,104] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model.pth
[2026-01-28 15:55:01,178] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SH30_20260128/Server/best_model_round13.pth
[2026-01-28 15:55:01,179] [INFO] [BEST MODEL] New best at round 13: WT=0.9865
[2026-01-28 16:18:07,911] [INFO] [SERVER DEBUG] aggregate_fit called at round 14
[2026-01-28 16:18:07,912] [INFO] [DEBUG] aggregate_fit received 4 results at round 14
[2026-01-28 16:18:07,912] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 16:18:08,354] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 16:18:08,767] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 16:18:09,150] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 16:18:09,590] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 16:18:21,496] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 16:18:22,349] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 16:18:22,368] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 16:18:23,279] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 16:18:23,296] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 16:18:23,296] [INFO] [Server] Evaluating at round 14
[2026-01-28 16:18:23,296] [INFO] [SERVER][Round 14] Starting evaluation (mode=SH)...
[2026-01-28 16:18:40,704] [INFO] [Round 14] WT Dice: 0.9705 | Time: 17.41s
[2026-01-28 16:41:31,712] [INFO] [SERVER DEBUG] aggregate_fit called at round 15
[2026-01-28 16:41:31,712] [INFO] [DEBUG] aggregate_fit received 4 results at round 15
[2026-01-28 16:41:31,712] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 16:41:31,996] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 16:41:32,253] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 16:41:32,522] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 16:41:32,797] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 16:41:43,707] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 16:41:44,453] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 16:41:44,472] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 16:41:45,450] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 16:41:45,467] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 16:41:45,467] [INFO] [Server] Evaluating at round 15
[2026-01-28 16:41:45,467] [INFO] [SERVER][Round 15] Starting evaluation (mode=SH)...
[2026-01-28 16:42:02,700] [INFO] [Round 15] WT Dice: 0.9731 | Time: 17.23s
[2026-01-28 17:05:07,107] [INFO] [SERVER DEBUG] aggregate_fit called at round 16
[2026-01-28 17:05:07,108] [INFO] [DEBUG] aggregate_fit received 4 results at round 16
[2026-01-28 17:05:07,108] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
[2026-01-28 17:05:07,410] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 17:05:07,726] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 17:05:08,004] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 17:05:08,345] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-28 17:05:19,125] [INFO] [ENCODE] Finished encode_weights.
[2026-01-28 17:05:19,954] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 17:05:19,972] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 17:05:20,901] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-28 17:05:20,918] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-28 17:05:20,918] [INFO] [Server] Evaluating at round 16
[2026-01-28 17:05:20,918] [INFO] [SERVER][Round 16] Starting evaluation (mode=SH)...
[2026-01-28 17:05:38,222] [INFO] [Round 16] WT Dice: 0.9051 | Time: 17.30s
[2026-01-28 17:28:45,477] [INFO] [SERVER DEBUG] aggregate_fit called at round 17
[2026-01-28 17:28:45,477] [INFO] [DEBUG] aggregate_fit received 4 results at round 17
[2026-01-28 17:28:45,478] [INFO] [DEBUG] Decoding client response from 4ad65f1ccc6448e291c8c66be532caeb...
[2026-01-28 17:28:45,785] [INFO] [DEBUG] Decoding client response from 8d1e3a9aac674e59895a5383174e0dee...
[2026-01-28 17:28:46,120] [INFO] [DEBUG] Decoding client response from 391b9639c15d43cfa6297451cb9445bd...
[2026-01-28 17:28:46,353] [INFO] [DEBUG] Decoding client response from dfbb8dccde544458883d9bc8864ae6f1...
